#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,,481,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:45.898857Z,32.37,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,481,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:55.914795Z,32.48,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,481,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:05.928679Z,32.53,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,482,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895436Z,5,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,482,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.90758Z,1,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,482,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.921357Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,483,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895436Z,83,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,483,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.90758Z,88,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,483,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.921357Z,83,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,484,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895436Z,51,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,484,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.90758Z,73,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,484,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.921357Z,16,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,485,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.895436Z,31.89,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,485,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:50.90758Z,32.81,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,485,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.921357Z,32.06,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,486,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867915Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,486,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.88807Z,5,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,487,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867915Z,87,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,487,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.88807Z,90,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,488,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867915Z,89,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,488,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.88807Z,78,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,489,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:25.867915Z,33.08,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,489,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:35.88807Z,32.37,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-009,Non-Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,490,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561891Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,490,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569172Z,2,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,491,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561891Z,88,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,491,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569172Z,86,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,492,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561891Z,46,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,492,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569172Z,89,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,493,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561891Z,26.5,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active
,,493,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569172Z,26.71,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,494,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553912Z,4,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,494,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576821Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,495,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553912Z,91,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,495,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576821Z,87,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,496,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553912Z,47,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,496,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576821Z,64,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,497,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553912Z,26.37,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down
,,497,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:55.576821Z,26.34,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,498,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533169Z,1,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,498,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54057Z,4,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,498,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548168Z,3,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,499,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533169Z,99,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,499,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54057Z,88,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,499,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548168Z,90,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,500,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533169Z,67,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,500,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54057Z,16,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,500,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548168Z,41,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,501,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533169Z,26.62,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,501,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.54057Z,26.57,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle
,,501,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548168Z,26.77,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Medtronic,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,502,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994769Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Active
,,503,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994769Z,96,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Active
,,504,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994769Z,84,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,505,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:54.994769Z,32.21,temperature,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,506,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987853Z,0,error_count,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Down
,,507,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987853Z,91,health_percent,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Down
,,508,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T13:30:49.987853Z,71,load,hospital_device_data,ExcelsiusGPS,GBS2-DEV-010,Critical,Healthy,Globus Medical,GBS2,Downtown,Siemens,ER-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
